song_id,title,artist,tag,year,lyrics
39,2 Up Bad Boy Remix,Yeat,rap,2022,"[Intro]
Man, I'm geeking off this shit, I can't fucking hold you
Not no bitch, not no catch, no getting away from my soldiers
I'm with twin, he got blicks, it gon' send you over
Talked to devil he told me ""We got something to go over""
Yeah, bitch, I'm too (Yeah)
Junkie lifestyle (Yeat, Yeat)
Yeah, yeah
Ha, yeah
In a week (Go, go)

[Chorus]
Too many drugs, bitch at mad at my juice, I'm a bad boy
I got racks, I got racks on racks, I got cash boy (This is a SLUMP AUDIOS EXCLUSIVE)
Throw that shit, how you throw that ass?
Do my diddy, do my dance, yeah
Hundred fifties, money fitness, hundred bands
I gon' take some shit right now (Now)
Oxy got me fiending for this shit right now (Ugh, ugh)
I jugged a kid, I told him I'm selling PS5, and I ran off (Off)
You can check the receipts on everything wе did, everything we said
[Verse]
Whеn I think back to all the shit we did
Did everything we said we weren't gon' do (How?)
Clutch your mallet, boy, we aim this [?] (Yeah)
I got VS1 diamonds, this shit a lake (Mhm)
Talking 'bout dessert, well your bitch come over, I need some cake
You rap 'bout doing all them drugs, but all them Perc's is fake (Phew)
If I end up OD'ing on these pills then have my vape (Ugh)
I done took a hundred fifty milligrams today (Phew)
Man, I'm geeking off this shit, I can't fucking hold you
Not no bitch, not no catch, no getting away from my soldiers
I'm with twin, he got blicks, it gon' send you over
Talked to devil he told me ""We got something to go over"" (Grr)
Get the cash, boy, I get the mula
Shoot a movie, man, it's shoutout [?] (Huh, yeah)
And they bite my swag just like a Barracuda (Huh)
I ain't ever switch on none of my twin's, we too up (Too, too)
And we got that gang, got that gang, gon' go in it low
Blue money, blue cash, not no Loc (Yeah)
Y'all riding my wave, boy, how's the water? 'Cause we in a boat (Yup)
I don't even post no shit online 'cause that's for hoes (Thotty)
Y'all be on IG, cap 'bout anything but anything that matters (Bogus)
When you look down at yourself, ain't that the saddest? (Yeah)
Slay, slay (Let's go), we the baddest
Cake (Go), cake (Go), green, looks like cabbage (Cabbage, cabbage)
L-V, [?]
I had to [?] let go of my thots
I'm too high for all this madness (Too high)
I get geeked, way too geeked
Bitch, I eat, yeah, that's weak (Yeah)
I need sleep (I need sleep, yeah)
[Chorus]
Too many drugs, bitch at mad at my juice, I'm a bad boy
I got racks, I got racks on racks, I got cash boy
Throw that shit, how you throw that ass?
Do my diddy, do my dance, yeah
Hundred fifties, money fitness, hundred bands
I gon' take some shit right now (Now)
Oxy got me fiending for this shit right now (Ugh, ugh)
I jugged a kid, I told him I'm selling PS5, and I ran off (Off)
You can check the receipts on everything we did, everything we said"
40,Lightning In A Bottle,Nate Haller,country,2021,"[Intro]
Ain't it crazy, baby
How just one drink can change things
Who'd ever thought we make it?
Who'd a thought we'd ever come this far?
Sparks flying over Bud Lights
To what you doing for the rest of your life
I saw you there in the neon lights
A pretty girl in a crowded bar
I walked up and said oh
This one's on me
Oh, and you smiled so sweet
Oh, and the rest is history
Girl

[Verse 1]
Ain't it funny how one drink
Turns into two
Turn the two of us
Into me and you
Just a guy and a girl
Talking all night breaking the ice
[Chorus]
Sipping on a couple cold ones in the corner booth
You were peeling that label I was falling for you
Honey love and luck like that
It don't strikе twice
We caught lightning in a bottle that night
Wе caught lightning in a bottle that night

[Verse 2]
Hard to believe baby that was us
Just sitting there catching a buzz
Then you're still the one came on
And ever since it's been our song
And oh
We danced real close
'Til they called last call
Oh, we sipped 'em slow
Didn't want that night to end
Ain't it funny how one drink
Turns into two
Turn the two of us
Into me and you
Just a guy and a girl
Talking all night breaking the ice

[Chorus]
Sipping on a couple cold ones in the corner booth
You were peeling that label I was falling for you
Honey love and luck like that
It don't strike twice
We caught lightning in a bottle that night
We caught lightning in a bottle that night
[Bridge]
Ain't it funny how one drink
Turns into two
Turn to one knee down and you saying I do
From a guy and a girl talking all night breaking the ice

[Chorus]
Sipping on a couple cold ones in the corner booth
You were peeling that label, I was falling for you
Honey love and luck like that
It don't strike twice
No honey, love, and luck like that
It don't strike twice
We caught lightning in a bottle that night
We caught lightning in a bottle that night
We caught lightning in a bottle that night
We caught lightning in a bottle that night"
42,UNTLTHN,Phantom Genius,rap,2020,"[Verse 1]
I always wondered how it'd go down
Thinking to myself I think I know now
Stand in front of crowds where they ragin' going wild
While I stand back with a smile
In my mind like wow
Cause it use to be just me in my room with these words I'm jotting down
Look outside my window and I'm seeing 20,000
And they waving all the hands when they light in it
To these songs I'm writing when I'm inside my enlightenment
And best believe I'm liking it
Striking it
Never losing life in it
Don't joke around but I stay in your mental yeah I'm psyching it
Working hard to be one of the greatest to do it
And imma keep on pursuing
And I ain't never gon lose it
Nah I ain't never gon lose it
I ain't never gon lose it
Homie
Yeah
I ain't never gon lose it
Man you should know what I'm choosing
I'm choosing focus
Got that magic like its hocus pocus
Always pour my heart out on these tracks but now they notice
All you haters bogus
Help for you is hopeless
Steady stay relaxing got me feeling like a lotus
Give zero policy the motto yeah you know this
[Chorus]
I’m here
Baby it’s been one heck of year
Now they see the road so clear
Ain’t no looking in the rear
Had a good year though we rolling came a long way from that boy that was rapping in the mirror
I done told you that I’m here
Baby it’s been one heck of year
Now the road so clear
Had a good year though we rolling came a long way from that boy that was rapping in the mirror

[Verse 2]
I guess an artists curse is to be single till I'm older
Tell me I have too big of a career don't wanna hold ya
Back
Bump that
I’m about to buck back
All the pain and hurt I been going through imma trump that
No 45
Keep my head up to the sky
Even when I'm feeling low
Gotta rely on my highs
Really want to waste away
But y'all get me through the day
Listening to my music man I just don't know what to say
But that I do this for y'all just as much as I do this for me
And I ain't going nowhere til I'm buried 6 feet
At peace
At ease
Homie you take seat
I got it from here imma take care of me and Phantom G
Imma be gone for a while but I'm cooking something sweet
Stay tuned be patient and promise me you won't be sleep
Cause you'll definitely be awake when the music drop
Never been so focused in my life I'm looking through the top
Going past the pinochle
Ignoring all the cynical
This time right here is critical
The futures in a minute yo
UNTLTHN imma focus on my lyrical and spiritual
While CJams on the beat cutting chords like they was umbilical
[Chorus]
I’m here
Baby it’s been one heck of year
Now they see the road so clear
Ain’t no looking in the rear
Had a good year though we rolling came a long way from that boy that was rapping in the mirror
I done told you that I’m here
Baby it’s been one heck of year
Now the road so clear
Had a good year though we rolling came a long way from that boy that was rapping in the mirror

[Bridge]
Rapping in the
Yeah
Woah oh
Woah oh
Woah oh

[Outro]
I know
It’s over
Had to show
Had to show you that I’m here
I know
It’s over
Had to show
Had to show you that I’m here"
43,Hometown Tonight,Restless Road,country,2022,"[Verse 1]
You had big city dreams
Flashing lights another streets
Five hundred miles from the gravel where we used to meet
Right in the middle of my black Chevy bench seat
We named the stars laying underneath the pine trees
You see I'm missin' that simple way of livin'
That picture memory, I can paint it in a minute

[Chorus]
Let me be your home home, home hometown tonight
I'll be your backroad on a long kiss goodnight
I'll be that country station that we sang on
I'll put you back on the map dot we was raised on
I'll be your home homе, home hometown tonight
I'll be your homе home, home hometown tonight

[Verse 2]
Population two, only me and you
We can cross some county lines like we always used to do
Oh, I know you're missin' that simple way of livin'
Your clothes on the branch, couple lovers skinny dippin'
[Chorus]
Let me be your home home, home hometown tonight
I'll be your backroad on a long kiss goodnight
I'll be that country station that we sang on
I'll put you back on the map dot we was raised on
I'll be your home home, home hometown tonight
I'll be your home home, home hometown tonight

(Home home, home hometown tonight)
(Home home, home hometown tonight)

[Bridge]
Population two, only me and you
We can cross some county lines like we always used to do

[Chorus]
Let me be your home home, home hometown tonight
I'll be your backroad on a long kiss goodnight
I'll be that country station that we sang on
I'll put you back on the map dot we was raised on
I'll be your home home, home hometown tonight
I'll be your home home, home hometown tonight

[Outro]
(Home home, home hometown tonight)
We can cross some county lines like we always used to do
(Home home, home hometown tonight)"
44,Goodbye pork pie hat Live,Tutu Puoane,rb,2017,"[Verse 1]
When Charlie speaks of Lester
You know someone great has gone
The sweetest swinging music man
Had a Porkie Pig hat on
A bright star
In a dark age
When the bandstands had a thousand ways
Of refusing a black man admission
Black musician
In those days they put him in an
Underdog position
Cellars and chitlins

[Verse 2]
When Lester took him a wife
Arm and arm went black and white
And some saw red
And drove them from their hotel bed
Love is never easy
It's short of the hope we have for happiness
Bright and sweet
Lovе is never easy street
Now wе are black and white
Embracing out in the lunatic New York night
It's very unlikely we'll be driven out of town
Or be hung in a tree
That's unlikely
[Verse 3]
Tonight these crowds
Are happy and loud
Children are up dancing in the streets
In the sticky middle of the night
Summer serenade
Of taxi horns and fun arcades
Where right or wrong
Under neon
Every feeling goes on
For you and me
The sidewalk is a history book
And a circus
Dangerous clowns
Balancing dreadful and wonderful perceptions
They have been handed
Day by day
Generations on down

[Verse 4]
We came up from the subway
On the music midnight makes
To Charlie's bass and Lester's saxophone
In taxi horns and brakes
Now Charlie's down in Mexico
With the healers
So the sidewalk leads us with music
To two little dancers
Dancing outside a black bar
There's a sign up on the awning
It says ""Pork Pie Hat Bar""
And there's black babies dancing
Tonight"
45,Purify My Lungs,Mylittlethumbie,pop,2020,"[Intro]
All my voices cry

[Verse]
Bloody scars open wide
I let love to gain my mind
Dreams that never die
Universe is calling
But it’s still push me aside
Feel like loneliness is coming
All my roses grow and die
(Grow and die, grow and die)

[Chorus]
I was looking for blue wind to purify my lungs
Hoping that new eyes would save me
I was looking for a storm to make me feel alive
While you’re drown in soft daydreams

[Bridge]
All my voices cry
We are made from ash
(Made from ash)
[Chorus]
I was looking for blue wind to purify my lungs
Hoping that new eyes would save mе
I was looking for a storm to make me feel alive
Whilе you’re drown in soft daydreams"
46,Flawless Aurelleah Remix,Aurelleah,pop,2017,"Perfect
Perfect

[Pinkie Pie]
Ponies think I'm all bubbles and laughter
That I don't seem sincere
I might joke around a little too much
But I'm just so happy you're here

[Fluttershy]
It took me a while to be confident
To really come out of my shell

[Twilight Sparkle]
But nopony has to be perfect
By now, don't you know us so well? Because, yeah

I never claimed to be perfect
My mistakes are all written in ink
None of us claimed to be perfect
And it's sad if that's what you all think
Our flaws helped to make us special
They bond us and keep us strong
Our flaws are what brought us together
So stop actin' like somethin's wrong
[Mane Six]
We're not flawless
We're a work in progress
We've got dents and we've got quirks
But it's our flaws that make us work
Yeah, we're not flawless
We're a work in progress
So tell me what flaws you got, too
'Cause I still like what's flawed about you

[Rainbow Dash]
They say I'm a big shot
That my ego's the size of a whale
My confidence comes off as cocky
But it gives me the courage to fail

[Rarity]
Sure, I can be a drama queen
A bit stuck-up, it's true

[Applejack]
And I can be too eager to please
There's such thing as bein' too honest, too, 'cause

[Mane Six]
We're not flawless
We're a work in progress
We've got dents and we've got quirks
But it's our flaws that make us work
Yeah, we're not flawless
We're a work in progress
So tell me what flaws you got, too
'Cause I still like what's flawed about you
[Pinkie Pie]
(Ponies think I'm all bubbles and laughter
That I don't seem sincere
I might joke around a little too much
But I'm just so happy you're here)

Perfect
[Fluttershy]
(It took me a while to be confident
To really come out of my shell)

[Twilight Sparkle]
(But nopony has to be perfect)

[Pinkie Pie]
Ponies think I'm all bubbles and laughter
That I don't seem sincere
I might joke around a little too much
But I'm just so happy you're here

[Fluttershy]
It took me a while to be confident
To really come out of my shell

[Twilight Sparkle]
But nopony has to be perfect
By now, don't you know us so well? Because, yeah
[Mane Six]
We're not flawless
We're a work in progress
We've got dents and we've got quirks
But it's our flaws that make us work
Yeah, we're not flawless
We're a work in progress
So tell me what flaws you got, too
'Cause I still like what's flawed about you

[Mane Six]
We're not flawless
We're a work in progress
We've got dents and we've got quirks
But it's our flaws that make us work
Yeah, we're not flawless
We're a work in progress
So tell me what flaws you got, too (Pinkie Pie: You got, too)
'Cause I still like what's flawed about you"
47,Outside,Nathan Le'michael,rap,2020,"[Chorus]
Oh my look at the time a little too late to be going outside
Ain't left my house for the past few nights
Ain't shut my mouth for the past few lies
Oh my look at the time a little too late to be going outside
Ain't left my house for the past few nights
Ain't shut my mouth for the past few lies

[Verse 1]
Shawty probably wonder why I always gotta attitude
I be duckin girls from the longitude to latitude
Some call it a blessin' I ain't even showin' gratitude
These people so exhausting so I'm nappin' in thе afternoon
Girl take a break with your bullshit
Somеthing on your mind you should hold it
Think this a game you should forfeit
You deserve to be alone and you know it
(Why do I deserve to be alone tho?)
Get outta here (skrt skrt)
Gotta pull up on her block
Walk into her house and tell her she a lot
Smack me on the face I don't think she wanna talk
Never even said goodbye I'm just guessin' she forgot
[Chorus]
Oh my look at the time a little too late to be going outside
Ain't left my house for the past few nights
Ain't shut my mouth for the past few lies
Oh my look at the time a little too late to be going outside
Ain't left my house for the past few nights
Ain't shut my mouth for the past few lies

[Verse 2]
Homies always wonderin' how I been so focused
Shouts out to Twinkie I ain't talkin' about hoeses
Listen to the song and he askin' who wrote this
Don't need to be rich just tryna get noticed
Never goin' out Imma stay home
I ain't even gonna charge my phone
Know you wanna see me but you won't
I've been stressing on nonsense for too long (skrt skrt)
When I pull up to my driveway
Just got a burger from TGI Friday's
Waitress was mad cuz' I looked at her sideways
Forgot all that shit gave me dome on the highway

[Chorus]
Oh my look at the time a little too late to be going outside
Ain't left my house for the past few nights
Ain't shut my mouth for the past few lies
Oh my look at the time a little too late to be going outside
Ain't left my house for the past few nights
Ain't shut my mouth for the past few lies"
48,Been This Way,Velow,rap,2021,"[Intro]
Uh, uh
Man

[Verse 1]
Man look what you niggas started
I said what what imma do and held up my end of the bargain
And pussy niggas hatin' as if I don't go the hardest
But it's hard to give a fuck when you stack that paper regardless
My flows come easy
I see you niggas tryin' but errbody can't be me
I feel for you niggas deeply
I mean, course it's like what you'd like for yourself ideally
But I'm just a different species, a different story completely
And I'm prolly on the road gettin' money if you don't see me
And you know I pack that pistol inside of my luggage neatly
The real deal, this ain't nothin' they can emulate
And this ain't nothin' new to me

[Chorus]
I been this way, I been this way, I been this way
We should buy some alcohol and celebrate
All the greatest nights some how begin this way
I been this way, I been this way
If you wanna a shot just lift you shit this way
All my niggas ballin' bring you friends this way
We been this way, we been this way
I risked my pact now I'm bout to go and re-up
Every time I pass that way I'm clutchin' on my heater
Moma asked me why I got that pistol in my reach cuz
I don't like them and moma they don't like me either
Starin' in the mirror, what they did to your lil boy
All the things you tried to keep me sheltered from I'm sorry
Them niggas got me fucked up, and I gotta see em go
If bronum catch em lackin' we gon feel for that lil boy
[Verse 2]
And I'm the best in my generation
It ain't no close call this by total domination
And these good girls always tell I can't hit it and I should face it But I always find my way I know I'm bad with navigation
And yes, I'm fresh of 18
If you ain't know by now
Man I'm the chosen one
See I'm the golden child
I feel like life isn't as simplest people treat it like
Might drink another glass
But lets just live for now
I love my family to death I swear I'll give em my last
2004, I'm maybe 5 I don't know somethin' like that
Posters of Pac around the house I thought he was my dad
Stories of my past, it all happened so fast
Bitch niggas front like they got me I can tell issa act
I see the fake in all you boys you ain't gettin' a pass
Realest nigga in the bitch, let's get that straight
But this ain't nothin' new to me

[Chorus]
I been this way, I been this way, I been this way
We should buy some alcohol and celebrate
All the greatest nights some how begin this way
I been this way, I been this way
If you wanna a shot just lift you shit this way
All my niggas ballin' bring you friends this way
We been this way, we been this way
I risked my pact now I'm bout to go and re-up
Every time I pass that way I'm clutchin' on my heater
Moma asked me why I got that pistol in my reach cuz
I don't like them and moma they don't like me either
Starin' in the mirror, what they did to your lil boy
All the things you tried to keep me sheltered from I'm sorry
Them niggas got me fucked up, and I gotta see em go
If bronum catch em lackin' we gon feel for that lil boy"
49,Place I Want To Be,Black-Sale House,rock,2022,"[Verse 1]
Take me to the land where I want to be
Where the sun is low and the water is high
My vision's blurring, twisting, burning through the seams of where I've been
Or where I am?

[Pre-Chorus 1]
So let me out
My mind is tired
But my heart is free
Though I'm struggling I can finally see

[Chorus]
Take me away
Take me away, take me away now
I don't want to stay, I don't want to stay now
Take me away, take me away now
From here

[Verse 2]
Take me anywhere that's far from here
Where thе sand is warm under endless skiеs
My thoughts are roaming, wandering aimlessly
They linger through the seams of where I've been
[Pre-Chorus 2]
So let me in
My mind is trying
Somethings calling me
Though I'm struggling here I am finally free

[Chorus]
Take me away
Take me away, take me away now
I don't want to stay, I don't want to stay now
Take me away, take me away now
From here

[Outro]
Take me away, take me away now
I don't want to stay, I don't want to stay now
Take me away, take me away now
From here"
52,Oh I Know,MostlyEverything,rap,2018,"[Chorus]
Don't you come around me talkin bout some fake shit
Oh I know (3x)
See you moving round me showing different faces
Oh I Know (3x)
Don't be coming in my space you so invasive
Oh I Know (3x)
Never thought I'd have to see the day I say this
Oh I Know (3x)

[Verse 1: MostlyEverything]
Won't check my phone when I wake up
Shit get so old that's why we break up
And you look so good without the make up
Sleep all day all night I stay up
Oh yeah
Part of me wish it would change
Part of me know that it won't
Oh no
Part of me feel I should stay
Part of me know I should go
Caught in the middle of me
And you then and now
Cell it stay ringing I pick it up
Set it down
Where are we headed now
Baby come on and jus let it out
Don't even mention me
This how it had to be
Depressed got me drinking a half at least
Love it jus’ led to catastrophe
I guess that my time life is a beautiful tragedy
[Chorus]
Don't you come around me talkin bout some fake shit
Oh I know (3x)
See you moving round me showing different faces
Oh I Know (3x)
Don't be coming in my space you so invasive
Oh I Know (3x)
Never thought I'd have to see the day I say this
Oh I Know (3x)

[Verse 2: Souly Had]
She look like she wanna dance
She look like she need romance
I put my world in her hands
She grow the trees and the plants
Gotta check my soul when I wake up
Gotta check my phone when I wake up
Only got one goal that's get my cake up
And I been so cold
You can’t mistake us
We don't need cash
So why you chasing my stack?
Know my city small
Could put em all on the map
If my team gone fall
I put em all on my back
You can hate on us I tell em right where we at
[Chorus]
Don't you come around me talkin bout some fake shit
Oh I know (3x)
See you moving round me showing different faces
Oh I Know (3x)
Don't be coming in my space you so invasive
Oh I Know (3x)
Never thought I'd have to see the day I say this
Oh I Know (3x)"
53,Gratitude,PAX217,pop,2000,"[Intro}
Get up
Get up
Get up
With the gratitude
Get up
Get up
Get up
With the gratitude
Get up
Get up
Get up
With the gratitude
Get up
Get up
Get up
Like This

[Verse 1]
So what the heck
Do you think that you can't talk to me?
As a matter of fact
This band that we have means more to me
Than I can understand
It's sorta like jello
The longer we hang
We edify each other and build that bank
We like it, we love it
We count on each other's own
One of many things that I'm thankful for
[Chorus]
Woah-oh, woah-oh, oh-oh
I sing a simple song for You
(Gotta gotta get it get it get it gratitude)
A song of gratitude(Gotta gotta get it get it get it gratitude)
(Gotta gotta get it get it get it gratitude)
(Gotta gotta get it get it get it gratitude)

[Verse 2, David Tosti, Pigeon John]
If you think that work had started it all
Think again my friend it's the God without an end
He hyped and served my dirty dingy soul
Then He gave me the microphone and inside to show
Now bring it on
Mr. Pigeon John
And tell the people how you get your gratitude on (Wait wait wait)
Oh shoot look at me real cute
Gotta switch my attitude to gratitude
And thank the Lord for my friends and my crew
All the ups and the downs in this big life stew
And it gets kind of confusing sometimes
But we gotta let it slide and let the sun shine

[Chorus]
Woah-oh, woah-oh, oh-oh
I sing a simple song for You
(Gotta gotta get it get it get it gratitude) (Gratitude!)
A song of gratitude(Gotta gotta get it get it get it gratitude) (Gratitude!)
(Gotta gotta get it get it get it gratitude) (Gratitude!)
(Gotta gotta get it get it get it gratitude)
Woah-oh, woah-oh, oh-oh
I sing a simple song for You
[Verse 3]
OK
You made our beds and washed our socks
Pops
You put the bacon on the table
Ya gave me a name I live with it proud
And jump in the crowd
And let it shine
And what's mine is a gift
Ya know we come to lift
Heads and emotions
To serve one Master with devotion

[Bridge]
Get up
Get up
Get up
With the gratitude
Get up
Get up
Get up
With the gratitude
Get up
Get up
Get up
With the gratitude
Get up
Get up
Get up
Like This (Like that!)
Gotta, gotta
Get it, get it
Get it, gratitude (Gratitude!)
Gotta, gotta
Get it, get it
Get it, gratitude (Gratitude!)
Gotta, gotta
Get it, get it
Get it, gratitude (Gratitude!)
Gotta, gotta
Get it, get it
Get it, gratitude
{Chorus]
Woah-oh, woah-oh, oh-oh
I sing a simple song for You
(Like this?) (Gotta gotta get it get it get it gratitude) (Like that!)
A song of gratitude(Gotta gotta get it get it get it gratitude) (Like this?) (Like that!)
(Gotta gotta get it get it get it gratitude) (Like this?) (Like that!)
(Gotta gotta get it get it get it gratitude)
I sing a simple song for You (Come on, come on, come on bring it! Yeah, like that, ungh!)
(Like this?) (Gotta gotta get it get it get it gratitude) (Like that!)
A song of gratitude(Gotta gotta get it get it get it gratitude) (Like this?) (Come on, Like that!)
(Gotta gotta get it get it get it gratitude) (Like this?)
Gotta gotta get it gratitude"
54,​dizzy,Astrals,rap,2021,"[Intro]
(ASTRALS)
(Hi Dopa)
(Loveless)

[Chorus]
Pull up on my team and you get hurt, leave him dizzy
Bitch, I'm gonna pull up with your bird like I'm Rigby
I'm a bad bitch, I feel like miss piggy
I'ma link flowers, never made it home and wishy
Pull up on my team and you get hurt, leave him dizzy
Bitch, I'm gonna pull up with your bird like I'm Rigby
I'm a bad bitch, I feel like miss piggy
I'ma link flowers, never made it home and wish

[Verse 1: cherryrizla]
Acupuncture, put a hole in his skin
Motherfucker, let me in
Bands on me like I'm Eric off the shits
Got a spinna and it's aiming at his hip
And I'm smoking on this cabbage
Doja hit my throat and now I'm feeling so inactive
So I guess I'll stay last in this rat race
And I always break glass when you hit my line
You made me waste my time
[Verse 2: data star]
It’s a rat race
I don't wanna lie to you
I'm gettin' dizzy
Call me when you're coming through
And I lied if I said I cared
I was caught off guard, I was unprepared
Guess I got used to it
I didn't always care
I'm seeing double (Whoa)
Used to this
I'm in trouble (Whoa)
Take a pic
'Cause my team gonna blow
Yeah, you know what it is
And I'm gone

[Chorus]
Pull up on my team and you get hurt, leave him dizzy
Bitch, I'm gonna pull up with your bird like I'm Rigby
I'm a bad bitch, I feel like miss piggy
I'ma link flowers, never made it home and wishy
Pull up on my team and you get hurt, leave him dizzy
Bitch, I'm gonna pull up with your bird like I'm Rigby
I'm a bad bitch, I feel like miss piggy
I'ma link flowers, never made it home and wish"
55,All By Myself American Idol Studio Version,Pia Toscano,pop,2011,"[Verse 1]
When I was young
I never needed anyone
And making love was just for fun
Those days are gone
Living alone
I think of all the friends I have known
When I dial the telephone
Nobody's home

[Chorus]
All by myself
Don't wanna be
All by myself
Anymore

[Verse 2]
Hard to be sure
Sometimes I feel so insecure
And loves so distant and obscure
Remains the cure
[Verse 3]
Living alone
I think of all the friends I've known
When I dial the telephone
Nobody's home

[Chorus]
All by myself
Don't wanna be
All by myself
Anymore
All by myself
Don't wanna live
All by myself
Anymore

[Bridge]
When I was young
I never needed anyone
And making love was just for fun
Those days are gone

[Chorus]
All by myself
Don't wanna be
All by myself
Anymore
All by myself
Don't wanna be
All by myself
Anymore
Anymore
Anymore
Anymore
Anymore"
57,Moto Pop,Frank Iero and the Future Violents,rock,2019,"[Intro]
(We create a new sound to kill the old sound
We open old wounds to flood the room
We create a new sound to kill the old sound
We open old wounds to flood the room)
Whoo!

[Verse 1]
Oh, looking back, there’s nothing for me there
And standing still is just more than I can bear
That outside world will only cut your throat
And your hometown is just hoping you'll implode

[Chorus]
I'm scared of shadows from my past
They loom large until there's light

[Verse 2]
I never thought that I could be happy
I just know I can't admit I'm not
We're overfed 'til the seams are bursting
I'm still starved for the love I never got
[Chorus]
Scared of shadows from your past
They're looming large until there's light
And I can see the birds of prey circling overhead
And they might strip our bones and I might long for it
For it, for it, for it

[Verse 3]
Never meant to say ""I'm sorry""
Just hate to hear an awkward pause
Unmarked, my feelings get buried
Up to my throat 'til I can't talk

[Chorus]
I'm scared of shadows from my past
They're looming large until there's light
And I see the birds of prey circling overhead
And they might strip our bones and I might long for it
For it

[Bridge]
There's nothing wrong with me
I've given everything
There's nothing left in my heart
I've used up everything
[Chorus]
And I see the birds of prey circling overhead, oh yeah
And they might strip our bones
And sell the rest for scrap, oh yeah
And you might hear my words
But you can never truly know
'Cause these scars are my own
And I earned every one

[Outro]
You might hope someday
That a tiger's stripes will change
Oh, but, girl, I gotta say
That plan don't sound worth a fuck
(We create a new sound to kill the old sound
We open old wounds to flood the room
We create a new sound to kill the old sound
We open old wounds to flood the room)"
58,Death Of Me,Witless & Damfool,rap,2020,"[Verse 1 - Tall Boy]
I just hit it like I quit it
Made me spit it like I did it
Say my name I take the blame
I just did it for the fame

[Verse 2 - Damfool]
My genitals bloated
I won't sugar coat it
My scrotum is loaded
And when I swam I just floated

[Verse 3 - Tall Boy]
My dick is so heavy
Hard to keep myself steady
If I stand for too long
My legs might turn to jelly

[Verse 4 - Damfool]
My right nuts massive
My lefts gigantic
My right nut sinks
Like it's the fucking titanic
[Hook 1 - Damfool]
Can't fuck with me - Got a STD
If you step to me, meet your destiny
Hepatitis B, AIDS, and Herpes
Will eventually be the death of me
Can't fuck with me - Got a STD
If you step to me, meet your destiny
Hepatitis B, AIDS, and Herpes
Will eventually be the death of me

[Verse 7 - Tall Boy (Written by Three 6 Mafia)]
Real name Rover, I said bend over
I started to knock, then came the odor
Smelled like mush, should've had a woosh
Told her to stop and take a douche

[Verse 8 - Damfool]
Real name Evan, I said spread em
Prepared to attack, then came the essence
Smelled like ass, said I'll have to pass
Told her to stop and take a bath

[Hook 2 - Damfool]
Can't fuck with me - Got a STD
If you step to me, meet your destiny
Hepatitis B, AIDS, and Herpes
Will eventually be the death of me
Can't fuck with me - Got a STD
If you step to me, meet your destiny
Hepatitis B, AIDS, and Herpes
Will eventually be the death of me
[Outro - All]
I beat - my meat
My meat, it leak
I bleed - on sheet (then)
I clean - with bleach
I beat - my meat
My meat, it leak
I bleed - on sheet (then)
I clean - with bleach"
59,Gone and Never Coming Back,Andrea Martin,rb,2021,"[Verse 1]
It's sad that memories never die
Just fill your head with why
Then you're caught living a lie again
It's sad that all he ever said
Was that he loved me to death
But then he's gone again
And I was wrong again

[Chorus]
'Cause you think it's easier
Easy like that
Just when I wasn't finished
You were gone like that
Can't you hear me crying
'Cause I need you back
'Cause I'm slowly dying
'Cause I need you bad
But you're gone and never coming back
Gone and not coming back
He's never coming back
[Verse 2]
Shoulda known
Thе long kiss goodbye
Would bring sadness in my life
Wеaring this disguise again
I wish that you would have said
Or lied to me instead
Like a bullet to my head
Like a fool I pretend
That it's on again
On again

[Chorus]
'Cause you think it's easier
Easy like that
Just when I wasn't finished
You were gone like that
Can't you hear me crying
'Cause I need you back
And I'm slowly dying
'Cause I need you bad
But you're gone and never coming back
Gone and not coming back
He's never coming back

[Bridge]
Who ever said look on the brighter side
Has never been on mine
Who ever said that he'll get his
Never felt like this
Ain't no use in crying
When you're done like that
'Cause baby, baby you took something
That I can't buy back
[Outro]
And now you're gone and never coming back
Coming back
Ooh he's not coming back"
